,authors,journal,title,published,keywords
162,"Lindsay Palmer, Jad Melki ",Journalism Studies,Shape Shifting in the Conflict Zone,2018,"Arab journalism, gendered news, journalism and conflict, media and gender, media literacy, trauma journalism"
163,"Christian Baden, Keren Tenenboim-Weinblatt ",Journalism Studies,Viewpoint,2018,"conflict news, journalistic transformation, news frames, source frames"
164,Stephenson Waters ,Digital Journalism,The Effects of Mass Surveillance on Journalists’ Relations With Confidential Sources,2018,"journalism, information security, privacy, surveillance, whistleblowing"
165,Polly Straub-Cook ,Digital Journalism,Source,2018,"blogs, citizen journalism, legacy news media, news media, public affairs journalism, public sphere"
166,Brian L. Massey ,Digital Journalism,Testing the Revenue Diversity Argument on Independent Web-native News Ventures,2018,"digital news, entrepreneurial journalism, news websites, revenue diversity"
167,"Thomas Birkner, Erik Koenen, Christian Schwarzenegger ",Digital Journalism,A Century of Journalism History as Challenge,2018,"journalism history, digital archives, digital sources, inverted pyramid model"
168,James F. Hamilton ,Digital Journalism,Excavating Concepts of Broadcasting,2018,"broadcasting, culture, history, mass media"
169,"Marcel Broersma, Frank Harbers ",Digital Journalism,Exploring Machine Learning to Study the Long-Term Transformation of News,2018,"journalism history, machine learning, (automatic) content analysis, digital newspaper archives, digitization, news genre, algorithms, algorithmic transparency"
170,"Quintus Van Galen, Bob Nicholson ",Digital Journalism,In Search of America,2018,"Anglo-American relations, digital humanities, distant reading, journalism history, nineteenth century, topic modelling, transatlantic"
171,"Matthew S. Weber, Philip M. Napoli ",Digital Journalism,Journalism History,2018,"local news, Web archives, methods, network analysis, digital journalism"
172,"Meredith Broussard, Katherine Boss ",Digital Journalism,Saving Data Journalism,2018,"archiving, data journalism, web archiving, news applications, born-digital news, software preservation"
173,Pernilla Severson ,Digital Journalism,The Politics of Women’s Digital Archives and Its Significance for the History of Journalism,2018,"affordance theory, digital archives, journalism history, participation, voice, women’s history"
174,"Subin Paul, David O. Dowling ",Digital Journalism,Digital Archiving as Social Protest,2018,"citizen journalism, Dalit media, Dalit movement, digital archive, digital journalism studies, India, online social movements"
175,Stuart Davis ,Digital Journalism,Digital Archives as Subaltern Counter-Histories,2018,"community media, digital and online cultures, communication for development and social change, the political economy of non-governmental organizations"
176,"Juliette De Maeyer, Dominique Trudel ",Digital Journalism,@franklinfordbot,2018,"digital archive, digital humanities, future of news, journalism history, remediation, social bot"
177,Claire Wardle ,Digital Journalism,The Need for Smarter Definitions and Practical,2018,"disinformation, information disorder, journalism, misinformation"
178,"David Cheruiyot, Raul Ferrer-Conill ",Digital Journalism,“Fact-Checking Africa”,2018,"Africa Check, Code for Africa, fact-checking, journalistic discourse, legacy news media, Open Up"
179,"Richard Fletcher, Rasmus Kleis Nielsen ",Digital Journalism,Automated Serendipity,2018,"search engines, news, echo chambers, filter bubbles, automated serendipity, algorithms, repertoires"
180,"Anja Bechmann, Kristoffer L. Nielbo ",Digital Journalism,Are We Exposed to the Same “News” in the News Feed?,2018,"Facebook, News Feed, filter bubbles, echo chambers, news exposure, information similarity and diversity, LDA, Kullback–Leibler divergence"
181,"Neil Thurman, Richard Fletcher ",Digital Journalism,Are Newspapers Heading Toward Post-Print Obscurity?,2018,"attention, audience measurement, engagement, newspapers, online-only, reach, readership, time spent reading"
182,"Kathryn Hayes, Henry Silke ",Digital Journalism,The Networked Freelancer?,2018,"freelance journalism, network theory, digital labor, social media, precarity"
183,"Katja Lehtisaari, Mikko Villi, Mikko Grönlund, Carl-Gustav Lindén, Bozena I. Mierzejewska, Robert Picard, Axel Roepnack ",Digital Journalism,Comparing Innovation and Social Media Strategies in Scandinavian and US Newspapers,2018,"innovation, newspapers, revenue, social media, transformation"
184,Nicole Blanchett Neheli ,Digital Journalism,News by Numbers,2018,"analytics, audience, boundary work, gatekeeping, journalism, media logic, metrics"
185,"Klaus Meier, Daniela Kraus, Edith Michaeler ",Digital Journalism,Audience Engagement in a Post-Truth Age,2018,"audience engagement, editorial analytics, journalism training and education, media accountability, membership, participation, storytelling"
186,Carina Tenor ,Digital Journalism,Hyperlocal News And Media Accountability,2018,"accountable journalism, community media, entrepreneurial journalism, media accountability, media ethics, news start-ups, online news"
187,"Florian Stalph, Eddy Borges-Rey ",Digital Journalism,Data Journalism Sustainability,2018,"data journalism, data journalism research, evolution, future, scenario network mapping, sustainability"
188,"António Baía Reis, António Fernando Vasconcelos Cunha Castro Coelho ",Digital Journalism,Virtual Reality and Journalism,2018,"digital journalism, immersion, immersive journalism, journalism practices, presence, virtual reality, visual media"
189,Lily Canter ,Digital Journalism,It’s Not All Cat Videos,2018,"content analysis, digital native, news values, research methods"
190,"Sarah Van Leuven, Sanne Kruikemeier, Sophie Lecheler, Liesbeth Hermans ",Digital Journalism,Online And Newsworthy,2018,"online sources, sourcing practices, user-generated content, social media, verification, news access, news production"
191,"Gerret von Nordheim, Karin Boczek, Lars Koppers ",Digital Journalism,Sourcing the Sources,2018,"content analysis, digital sources, innovation diffusion, LDA, social media, topic modeling"
192,"Rens Vliegenthart, Mark Boukes ",Digital Journalism,On the Street and/or on Twitter?,2018,"sources, online outlets, content analysis, economic news"
193,"Einar Thorsen, Daniel Jackson ",Digital Journalism,Seven Characteristics Defining Online News Formats,2018,"live blogging, news sources, episodic publics, crisis news, sports news, politics, participatory journalism"
194,"Michiel Johnson, Steve Paulussen, Peter Van Aelst ",Digital Journalism,Much Ado About Nothing?,2018,"sourcing, economic journalists, Twitter, source networks, social media"
195,"Lars Willnat, David H. Weaver ",Digital Journalism,Social Media and U.S. Journalists,2018,"journalism, professional roles, social media, survey"
196,"Andrew Duffy, Jeanette Tan Rui Si ",Digital Journalism,Naming the Dog on the Internet,2018,"credibility, diversity, internet, journalism, post-truth, social media, verification"
197,Dmitry Chernobrov ,Digital Journalism,Digital Volunteer Networks and Humanitarian Crisis Reporting,2018,"digital humanitarianism, digital volunteers, crowdsourcing, media, citizen journalism, humanitarian crisis, crisis informatics, big crisis data, humanitarian communication"
198,Stefan Baack ,Digital Journalism,Practically Engaged,2018,"boundaries, civic tech, data activism, data journalism, datafication, open data, open source, practice theory"
199,"Adegboyega Ojo, Bahareh Heravi ",Digital Journalism,Patterns in Award Winning Data Storytelling,2018,"data-driven journalism, data journalism skills, data journalism tools, data story, data storytelling types, Global Editor Network"
200,"Norman P. Lewis, Stephenson Waters ",Digital Journalism,Data Journalism and the Challenge of Shoe-Leather Epistemologies,2018,"Brexit, data journalism, election, FiveThirtyEight, journalism studies, sociology of news"
201,Xinzhi Zhang ,Digital Journalism,Visualization,2018,"data-driven journalism, hashtag co-occurrence network, social network analysis, text mining, topic modeling, Twittersphere"
202,Magda Konieczna ,Digital Journalism,Evolving,2018,"boundary work, case study, nonprofit journalism"
203,Yanfang Wu ,Digital Journalism,The Disruption of Social Media,2018,"boundary work shift, digital transition, editors, entrepreneurialism, reporters, social media"
204,"Sarah Pedersen, Simon Burnett ",Digital Journalism,“Citizen Curation” in Online Discussions of Donald Trump’s Presidency,2018,"citizen curation, Donald Trump, gatewatching, liberal bubble, Mumsnet, social media curation"
205,Marco Dohle ,Digital Journalism,Recipients’ Assessment of Journalistic Quality,2018,"audience, evaluation, experiment, heuristic cues, journalistic quality, online journalism, user comments"
206,"Annika Bergström, Maria Jervelycke Belfrage ",Digital Journalism,News in Social Media,2018,"incidental consumption, interview study, news use, opinion leaders, representative survey, social media"
207,"Ryan B. Medders, Miriam J. Metzger ",Digital Journalism,The Role of News Brands and Leads in Exposure to Political Information on the Internet,2018,"Internet, journalism, partisanship, selective exposure"
208,"Jacob L. Nelson, Ryan F. Lei ",Digital Journalism,The Effect of Digital Platforms on News Audience Behavior,2018,"audience data, mobile news, news production, online"
209,Logan Molyneux ,Digital Journalism,Mobile News Consumption,2018,"mobile news, news consumption, smartphones, media platforms"
210,Antonis Kalogeropoulos ,Digital Journalism,Online News Video Consumption,2018,"news video consumption, online news video, social media use, survey"
211,Rodrigo Zamith ,Digital Journalism,Quantified Audiences in News Production,2018,"metrics, analytics, audiences, news production, ethics, participatory journalism"
212,"Raul Ferrer-Conill, Edson C. Tandoc Jr. ",Digital Journalism,The Audience-Oriented Editor,2018,"journalism, engagement, audience, social media, analytics, metrics, digital journalism"
213,Elia Powers ,Digital Journalism,Selecting Metrics,2018,"analytics, engagement, impact, local news, metrics, news ecosystem, non-profit journalism, professional norms"
214,Qun Wang ,Digital Journalism,Dimensional Field Theory,2018,"audience, audience metrics, data journalism, field theory, news"
215,"Valerie Belair-Gagnon, Avery E. Holton ",Digital Journalism,Boundary Work,2018,"boundary object, interloper media, interviews, journalism, managers, metrics, newsrooms, news production, web analytics"
216,Caitlin Petre ,Digital Journalism,Engineering Consent,2018,"analytics, digital journalism, ethnography, metrics, labor process, rationalization, user experience design"
217,Jacob L. Nelson ,Digital Journalism,The Elusive Engagement Metric,2018,"audience engagement, news production, ethnography, case study"
218,Julian Wallace ,Digital Journalism,Modelling Contemporary Gatekeeping,2018,"algorithms, control, digital, dissemination, gatekeeping, information, news"
219,Kohei Watanabe ,Digital Journalism,Newsmap,2018,"content analysis, digital methods, geographical classification, international news, machine learning, news flow"
220,"Matthew S. Weber, Allie Kosterich ",Digital Journalism,Coding the News,2018,"algorithms, computational journalism, mobile applications, news media, technology"
221,"Mario Haim, Andreas Graefe, Hans-Bernd Brosius ",Digital Journalism,Burst of the Filter Bubble?,2018,"diversity, experiment, filter bubble, online news, personalization"
222,"Bartosz Wilczek, Claudia Blangetti ",Digital Journalism,Live Blogging about Terrorist Attacks,2018,"competition, content analysis, editorial strategy, journalistic quality, linear regressions, live blogs, logistic regressions, terrorism"
223,"Jan Boehmer, Serena Carpenter, Fred Fico ",Digital Journalism,Filling the Void,2018,"conflict, government, journalism, journalistic role enactments, local newspapers, non-profit news organizations"
224,"Jasmine E. McNealy, Laurence B. Alexander ",Digital Journalism,A Framework for Unpublishing Decisions,2018,"gatekeeping, newsworthiness, privacy, unpublishing"
225,"Edson C. Tandoc Jr., Zheng Wei Lim, Richard Ling ",Digital Journalism,Defining “Fake News”,2018,"facts, fake news, false news, misinformation, news, parody, satire"
226,"Vian Bakir, Andrew McStay ",Digital Journalism,Fake News and The Economy of Emotions,2018,"digital advertising, emotion, empathic media, Facebook, fake news, Trump election"
227,"Michelle A. Amazeen, Ashley R. Muddiman ",Digital Journalism,Saving Media or Trading on Trust?,2018,"framing, journalism, media effects, native advertising, persuasion, source credibility"
228,"Kevin K. Drew, Ryan J. Thomas ",Digital Journalism,From Separation to Collaboration,2018,"cross-functional teams, economics of news, editorial–business collaboration, ethics, organizational culture"
229,"Eiri Elvestad, Angela Phillips, Mira Feuerstein ",Digital Journalism,Can Trust in Traditional News Media Explain Cross-National Differences in News Exposure of Young People Online?,2018,"comparative, mixed method, online news exposure, trust in media, young adults"
230,T. Franklin Waddell ,Digital Journalism,A Robot Wrote This?,2018,"automated journalism, expectancy violation theory, main model, social robotics"
231,Jingrong Tong ,Digital Journalism,Journalistic Legitimacy Revisited,2018,"Anglo-American journalism, boundary defence, digital technologies, journalistic legitimacy, market, politics, professional norms, professional standards"
232,Matt Carlson ,Digital Journalism,Facebook in the News,2018,"algorithms, journalism, metajournalistic discourse, social media"
233,J. David Wolfgang ,Digital Journalism,Cleaning up the “Fetid Swamp”,2018,"ethnography, gatekeeping, media sociology, online comments, participatory journalism, public discourse"
234,"Edson C. Tandoc Jr., Cassie Yuan Wen Foo ",Digital Journalism,Here’s What BuzzFeed Journalists Think of Their Journalism,2018,"Audience, BuzzFeed, ethics, field theory, online news, social media"
235,"Joo-Young Jung, Mikko Villi ",Digital Journalism,Newspapers and Cross-Level Communications on Social Media,2018,"Finland, Japan, Korea, media system dependency theory, newspapers, social media, user-distributed content, user-generated content"
236,Neil Thurman ,Digital Journalism,Social Media,2018,"algorithms, artificial intelligence, computational journalism, geolocation, social media monitoring, surveillance, third-party apps, verification"
237,Eisa Al Nashmi ,Digital Journalism,From Selfies to Media Events,2018,"Charlie Hebdo, images, Instagram, media events, social media, terrorism, visual reactions"
238,Jeremy L. Shermak ,Digital Journalism,Scoring Live Tweets on the Beat,2018,"live tweeting, Major League Baseball, newspaper beat reporters, social media, sports journalism, Twitter, user engagement, uses and gratifications"
